,Geographic area,City_x,share_white,share_black,share_native_american,share_asian,share_hispanic,city,Geographic Area_x,City_y,Median Income,Geographic Area_y,City_x,poverty_rate,Geographic Area,City_y,percent_completed_hs
159,AK,Kipnuk CDP,2,0,97.7,0,0,AK-Kipnuk CDP,AK,Kipnuk CDP,34583,AK,Kipnuk CDP,35.1,AK,Kipnuk CDP,76.4
160,AK,Kivalina city,2.1,0,96.3,0,0,AK-Kivalina city,AK,Kivalina city,52917,AK,Kivalina city,29.9,AK,Kivalina city,64.6
161,AK,Klawock city,38.4,0.3,48.3,0.5,2.8,AK-Klawock city,AK,Klawock city,38125,AK,Klawock city,17.5,AK,Klawock city,86.2
162,AK,Klukwan CDP,8.4,0,80,1.1,2.1,AK-Klukwan CDP,AK,Klukwan CDP,50000,AK,Klukwan CDP,10.6,AK,Klukwan CDP,86.5
163,AK,Knik River CDP,88.4,1.3,3.8,1.2,3.1,AK-Knik River CDP,AK,Knik River CDP,68250,AK,Knik River CDP,7.1,AK,Knik River CDP,93
164,AK,Knik-Fairview CDP,84.3,1,5.3,1.4,4.1,AK-Knik-Fairview CDP,AK,Knik-Fairview CDP,82858,AK,Knik-Fairview CDP,8.2,AK,Knik-Fairview CDP,91.2
165,AK,Kobuk city,8.6,0,90.1,0.7,2.6,AK-Kobuk city,AK,Kobuk city,43333,AK,Kobuk city,49.1,AK,Kobuk city,72.1
166,AK,Kodiak Station CDP,85.9,2.6,0.8,1.3,9.8,AK-Kodiak Station CDP,AK,Kodiak Station CDP,61923,AK,Kodiak Station CDP,6.8,AK,Kodiak Station CDP,97.2
167,AK,Kodiak city,40.3,0.5,9.9,37.4,9.4,AK-Kodiak city,AK,Kodiak city,62934,AK,Kodiak city,11.8,AK,Kodiak city,87.1
168,AK,Kokhanok CDP,9.4,0,80,0,1.8,AK-Kokhanok CDP,AK,Kokhanok CDP,32083,AK,Kokhanok CDP,24.1,AK,Kokhanok CDP,84.5
169,AK,Koliganek CDP,3.3,0,95.7,0,0,AK-Koliganek CDP,AK,Koliganek CDP,40000,AK,Koliganek CDP,14.7,AK,Koliganek CDP,77.3
170,AK,Kongiganak CDP,2.1,0,95.7,0,1.8,AK-Kongiganak CDP,AK,Kongiganak CDP,37679,AK,Kongiganak CDP,26.2,AK,Kongiganak CDP,79.4
171,AK,Kotlik city,1.9,0,97.2,0.3,0.2,AK-Kotlik city,AK,Kotlik city,39583,AK,Kotlik city,31.6,AK,Kotlik city,74.2
172,AK,Kotzebue city,16,0.9,73.6,1.2,1.3,AK-Kotzebue city,AK,Kotzebue city,87708,AK,Kotzebue city,16.3,AK,Kotzebue city,82.9
173,AK,Koyuk city,3.6,0,88.9,0.3,0,AK-Koyuk city,AK,Koyuk city,33182,AK,Koyuk city,48.9,AK,Koyuk city,82.4
174,AK,Koyukuk city,1,0,96.9,0,0,AK-Koyukuk city,AK,Koyukuk city,17083,AK,Koyukuk city,46.3,AK,Koyukuk city,82.4
175,AK,Kupreanof city,88.9,0,0,7.4,0,AK-Kupreanof city,AK,Kupreanof city,52083,AK,Kupreanof city,5,AK,Kupreanof city,100
176,AK,Kwethluk city,2.2,0,94.2,0.1,0,AK-Kwethluk city,AK,Kwethluk city,44063,AK,Kwethluk city,28.3,AK,Kwethluk city,75.9
177,AK,Kwigillingok CDP,3.4,0,95,0,0,AK-Kwigillingok CDP,AK,Kwigillingok CDP,42188,AK,Kwigillingok CDP,21.5,AK,Kwigillingok CDP,78.8
178,AK,Lake Louise CDP,97.8,0,2.2,0,4.3,AK-Lake Louise CDP,AK,Lake Louise CDP,-,AK,Lake Louise CDP,46.7,AK,Lake Louise CDP,73.3
179,AK,Lake Minchumina CDP,61.5,0,15.4,0,0,AK-Lake Minchumina CDP,AK,Lake Minchumina CDP,82813,AK,Lake Minchumina CDP,14.3,AK,Lake Minchumina CDP,88.2
180,AK,Lakes CDP,85,0.9,5.2,0.9,4.2,AK-Lakes CDP,AK,Lakes CDP,83574,AK,Lakes CDP,7.3,AK,Lakes CDP,95.1
181,AK,Larsen Bay city,24.1,0,71.3,0,0,AK-Larsen Bay city,AK,Larsen Bay city,47917,AK,Larsen Bay city,13.1,AK,Larsen Bay city,78.7
182,AK,Lazy Mountain CDP,89.9,0.3,3.4,0.8,3.2,AK-Lazy Mountain CDP,AK,Lazy Mountain CDP,82109,AK,Lazy Mountain CDP,8.2,AK,Lazy Mountain CDP,97.1
183,AK,Levelock CDP,10.1,0,84.1,0,0,AK-Levelock CDP,AK,Levelock CDP,37813,AK,Levelock CDP,20.2,AK,Levelock CDP,88.6
184,AK,Lime Village CDP,3.4,0,93.1,0,0,AK-Lime Village CDP,AK,Lime Village CDP,(X),AK,Lime Village CDP,85.7,AK,Lime Village CDP,28.6
185,AK,Livengood CDP,69.2,0,23.1,0,0,AK-Livengood CDP,AK,Livengood CDP,-,AK,Livengood CDP,0,AK,Livengood CDP,100
186,AK,Loring CDP,25,0,25,0,0,AK-Loring CDP,AK,Loring CDP,-,AK,Loring CDP,-,AK,Loring CDP,-
187,AK,Lowell Point CDP,96.3,0,3.8,0,0,AK-Lowell Point CDP,AK,Lowell Point CDP,-,AK,Lowell Point CDP,35.5,AK,Lowell Point CDP,100
188,AK,Lower Kalskag city,2.5,0.4,92.2,0,0,AK-Lower Kalskag city,AK,Lower Kalskag city,30536,AK,Lower Kalskag city,35.2,AK,Lower Kalskag city,78.5
189,AK,Lutak CDP,91.8,0,2,0,0,AK-Lutak CDP,AK,Lutak CDP,-,AK,Lutak CDP,0,AK,Lutak CDP,100
190,AK,Manley Hot Springs CDP,70.8,0,13.5,0,6.7,AK-Manley Hot Springs CDP,AK,Manley Hot Springs CDP,54375,AK,Manley Hot Springs CDP,33.3,AK,Manley Hot Springs CDP,86.7
191,AK,Manokotak city,3.6,0,95.7,0,0.2,AK-Manokotak city,AK,Manokotak city,36667,AK,Manokotak city,17.4,AK,Manokotak city,87.5
192,AK,Marshall city,2.7,0,94.7,0.2,0.2,AK-Marshall city,AK,Marshall city,36875,AK,Marshall city,20.3,AK,Marshall city,86
193,AK,McCarthy CDP,96.4,0,0,0,0,AK-McCarthy CDP,AK,McCarthy CDP,-,AK,McCarthy CDP,0,AK,McCarthy CDP,74.4
194,AK,McGrath city,41.6,0,36.7,0.6,2.6,AK-McGrath city,AK,McGrath city,64792,AK,McGrath city,16.8,AK,McGrath city,93.7
195,AK,McKinley Park CDP,94.1,0,0,0.5,3.2,AK-McKinley Park CDP,AK,McKinley Park CDP,78750,AK,McKinley Park CDP,30.2,AK,McKinley Park CDP,97.1
196,AK,Meadow Lakes CDP,85.2,0.7,5.8,1,3.4,AK-Meadow Lakes CDP,AK,Meadow Lakes CDP,65850,AK,Meadow Lakes CDP,12.9,AK,Meadow Lakes CDP,90.4
197,AK,Mekoryuk city,3.1,0,93.2,0,0,AK-Mekoryuk city,AK,Mekoryuk city,24750,AK,Mekoryuk city,18.4,AK,Mekoryuk city,80.2
198,AK,Mendeltna CDP,87.2,0,0,0,5.1,AK-Mendeltna CDP,AK,Mendeltna CDP,-,AK,Mendeltna CDP,0,AK,Mendeltna CDP,100
199,AK,Mentasta Lake CDP,23.2,0,75.9,0,0,AK-Mentasta Lake CDP,AK,Mentasta Lake CDP,21250,AK,Mentasta Lake CDP,57.3,AK,Mentasta Lake CDP,70.1
200,AK,Mertarvik CDP,(X),(X),(X),(X),(X),AK-Mertarvik CDP,AK,Mertarvik CDP,-,AK,Mertarvik CDP,-,AK,Mertarvik CDP,-
201,AK,Metlakatla CDP,10,0.4,82.7,0.1,1.9,AK-Metlakatla CDP,AK,Metlakatla CDP,49924,AK,Metlakatla CDP,12,AK,Metlakatla CDP,91
202,AK,Minto CDP,4.3,0,90.5,0,0.5,AK-Minto CDP,AK,Minto CDP,32250,AK,Minto CDP,19.1,AK,Minto CDP,77.6
203,AK,Moose Creek CDP,78,5.1,5.1,2.9,4.8,AK-Moose Creek CDP,AK,Moose Creek CDP,51369,AK,Moose Creek CDP,2.1,AK,Moose Creek CDP,85.6
204,AK,Moose Pass CDP,94.1,1.4,1.4,0.5,2.3,AK-Moose Pass CDP,AK,Moose Pass CDP,102750,AK,Moose Pass CDP,14.9,AK,Moose Pass CDP,94.1
205,AK,Mosquito Lake CDP,84.5,0,4.2,0.6,3.6,AK-Mosquito Lake CDP,AK,Mosquito Lake CDP,31736,AK,Mosquito Lake CDP,9.5,AK,Mosquito Lake CDP,89.6
206,AK,Mountain Village city,4.2,0,91.9,0.7,0.4,AK-Mountain Village city,AK,Mountain Village city,39205,AK,Mountain Village city,29,AK,Mountain Village city,77.8
207,AK,Mud Bay CDP,93.9,0,3.8,0.9,2.4,AK-Mud Bay CDP,AK,Mud Bay CDP,119423,AK,Mud Bay CDP,0,AK,Mud Bay CDP,95.4
208,AK,Nabesna CDP,100,0,0,0,0,AK-Nabesna CDP,AK,Nabesna CDP,-,AK,Nabesna CDP,-,AK,Nabesna CDP,-
209,AK,Naknek CDP,44.5,0,30.3,0.4,2.6,AK-Naknek CDP,AK,Naknek CDP,79750,AK,Naknek CDP,3.9,AK,Naknek CDP,93.6
210,AK,Nanwalek CDP,10.6,0,80.3,0,2,AK-Nanwalek CDP,AK,Nanwalek CDP,33542,AK,Nanwalek CDP,60.5,AK,Nanwalek CDP,98
211,AK,Napakiak city,2.8,0,97.2,0,0,AK-Napakiak city,AK,Napakiak city,24167,AK,Napakiak city,53.1,AK,Napakiak city,72.6
212,AK,Napaskiak city,3,0,96.5,0,0,AK-Napaskiak city,AK,Napaskiak city,30625,AK,Napaskiak city,28.3,AK,Napaskiak city,76
213,AK,Naukati Bay CDP,87.6,0,6.2,0.9,0,AK-Naukati Bay CDP,AK,Naukati Bay CDP,(X),AK,Naukati Bay CDP,40.6,AK,Naukati Bay CDP,70.4
214,AK,Nelchina CDP,86.4,0,8.5,0,0,AK-Nelchina CDP,AK,Nelchina CDP,41964,AK,Nelchina CDP,22.4,AK,Nelchina CDP,82.7
215,AK,Nelson Lagoon CDP,21.2,0,75,1.9,1.9,AK-Nelson Lagoon CDP,AK,Nelson Lagoon CDP,74375,AK,Nelson Lagoon CDP,7.1,AK,Nelson Lagoon CDP,57.5
216,AK,Nenana city,56.1,0.3,37.6,0.3,0.5,AK-Nenana city,AK,Nenana city,43250,AK,Nenana city,15.3,AK,Nenana city,78.9
217,AK,New Allakaket CDP,0,0,98.5,0,0,AK-New Allakaket CDP,AK,New Allakaket CDP,26250,AK,New Allakaket CDP,28.1,AK,New Allakaket CDP,72.2
218,AK,New Stuyahok city,3.5,0,93.5,0,1.2,AK-New Stuyahok city,AK,New Stuyahok city,42813,AK,New Stuyahok city,30.8,AK,New Stuyahok city,75.9
219,AK,Newhalen city,7.4,0.5,80,0,2.6,AK-Newhalen city,AK,Newhalen city,56250,AK,Newhalen city,17.7,AK,Newhalen city,92.8
220,AK,Newtok CDP,2.8,0,96,0.3,0.3,AK-Newtok CDP,AK,Newtok CDP,38125,AK,Newtok CDP,42.3,AK,Newtok CDP,72.6
221,AK,Nightmute city,5,0,94.6,0,2.5,AK-Nightmute city,AK,Nightmute city,39375,AK,Nightmute city,26.6,AK,Nightmute city,66.4
222,AK,Nikiski CDP,85.6,0.1,7.7,1.1,2.6,AK-Nikiski CDP,AK,Nikiski CDP,70909,AK,Nikiski CDP,8.3,AK,Nikiski CDP,91.9
223,AK,Nikolaevsk CDP,92.5,0,3.5,0.3,4.4,AK-Nikolaevsk CDP,AK,Nikolaevsk CDP,23125,AK,Nikolaevsk CDP,21.8,AK,Nikolaevsk CDP,84.8
224,AK,Nikolai city,7.4,0,80.9,0,0,AK-Nikolai city,AK,Nikolai city,36875,AK,Nikolai city,21.1,AK,Nikolai city,76.3
225,AK,Nikolski CDP,5.6,0,94.4,0,0,AK-Nikolski CDP,AK,Nikolski CDP,35000,AK,Nikolski CDP,32.4,AK,Nikolski CDP,92.3
226,AK,Ninilchik CDP,78.1,0.2,15.4,0.3,2.6,AK-Ninilchik CDP,AK,Ninilchik CDP,49659,AK,Ninilchik CDP,10.8,AK,Ninilchik CDP,94.5
227,AK,Noatak CDP,2.5,0.4,94.7,0,0,AK-Noatak CDP,AK,Noatak CDP,51250,AK,Noatak CDP,24.4,AK,Noatak CDP,84.9
228,AK,Nome city,30.4,0.5,54.8,2.2,2.4,AK-Nome city,AK,Nome city,76389,AK,Nome city,11.3,AK,Nome city,92.6
229,AK,Nondalton city,15.9,0,63.4,0,0,AK-Nondalton city,AK,Nondalton city,30833,AK,Nondalton city,39.6,AK,Nondalton city,84.7
230,AK,Noorvik city,3.7,0.4,88.3,0,0.1,AK-Noorvik city,AK,Noorvik city,40833,AK,Noorvik city,37.2,AK,Noorvik city,75.3
231,AK,North Pole city,79.6,5.4,3.4,4,6.1,AK-North Pole city,AK,North Pole city,70536,AK,North Pole city,7.5,AK,North Pole city,92.1
232,AK,Northway CDP,11.3,0,78.9,1.4,0,AK-Northway CDP,AK,Northway CDP,51250,AK,Northway CDP,21.4,AK,Northway CDP,86.3
233,AK,Northway Junction CDP,22.2,0,66.7,0,1.9,AK-Northway Junction CDP,AK,Northway Junction CDP,57500,AK,Northway Junction CDP,46.9,AK,Northway Junction CDP,93.3
234,AK,Northway Village CDP,2,0,77.6,0,0,AK-Northway Village CDP,AK,Northway Village CDP,20000,AK,Northway Village CDP,50,AK,Northway Village CDP,62.9
235,AK,Nuiqsut city,10,0.2,87.1,0,0,AK-Nuiqsut city,AK,Nuiqsut city,80938,AK,Nuiqsut city,6.2,AK,Nuiqsut city,65.2
236,AK,Nulato city,4.9,0,94.3,0,0.8,AK-Nulato city,AK,Nulato city,38281,AK,Nulato city,27.6,AK,Nulato city,82.8
237,AK,Nunam Iqua city,5.9,0,91.4,1.1,0,AK-Nunam Iqua city,AK,Nunam Iqua city,41250,AK,Nunam Iqua city,16.3,AK,Nunam Iqua city,62.3
238,AK,Nunapitchuk city,2.4,0,95.8,0,0,AK-Nunapitchuk city,AK,Nunapitchuk city,35833,AK,Nunapitchuk city,43.9,AK,Nunapitchuk city,73.6
239,AK,Old Harbor city,11,0,87.6,0,1.4,AK-Old Harbor city,AK,Old Harbor city,33750,AK,Old Harbor city,18.8,AK,Old Harbor city,73.4
240,AK,Oscarville CDP,2.9,0,91.4,1.4,0,AK-Oscarville CDP,AK,Oscarville CDP,(X),AK,Oscarville CDP,27.3,AK,Oscarville CDP,60
241,AK,Ouzinkie city,10.6,0,79.5,0.6,1.9,AK-Ouzinkie city,AK,Ouzinkie city,34464,AK,Ouzinkie city,21.3,AK,Ouzinkie city,76.7
242,AK,Palmer city,79.1,1.8,9.2,1.1,4.6,AK-Palmer city,AK,Palmer city,61797,AK,Palmer city,11.5,AK,Palmer city,91.3
243,AK,Paxson CDP,92.5,5,0,0,0,AK-Paxson CDP,AK,Paxson CDP,-,AK,Paxson CDP,0,AK,Paxson CDP,100
244,AK,Pedro Bay CDP,28.6,0,66.7,0,0,AK-Pedro Bay CDP,AK,Pedro Bay CDP,56667,AK,Pedro Bay CDP,8.3,AK,Pedro Bay CDP,90.9
245,AK,Pelican city,59.1,0,34.1,0,1.1,AK-Pelican city,AK,Pelican city,66667,AK,Pelican city,0,AK,Pelican city,78.7
246,AK,Perryville CDP,2.7,0,95.6,0,2.7,AK-Perryville CDP,AK,Perryville CDP,38125,AK,Perryville CDP,33.7,AK,Perryville CDP,71.7
247,,,,,,,,AK-Petersburg CDP,AK,Petersburg CDP,68641,AK,Petersburg CDP,10.8,AK,Petersburg CDP,93.6
248,AK,Petersburg city,80,0.4,7,3.2,3.7,AK-Petersburg city,,,,,,,,,
249,AK,Petersville CDP,75,0,0,0,0,AK-Petersville CDP,AK,Petersville CDP,-,AK,Petersville CDP,-,AK,Petersville CDP,-
250,AK,Pilot Point city,16.2,0,66.2,0,0,AK-Pilot Point city,AK,Pilot Point city,28750,AK,Pilot Point city,35.8,AK,Pilot Point city,68.8
251,AK,Pilot Station city,1.8,0,98.1,0,0,AK-Pilot Station city,AK,Pilot Station city,33125,AK,Pilot Station city,39.3,AK,Pilot Station city,72.6
252,AK,Pitkas Point CDP,1.8,0,97.2,0,0,AK-Pitkas Point CDP,AK,Pitkas Point CDP,47500,AK,Pitkas Point CDP,25.7,AK,Pitkas Point CDP,77.6
253,AK,Platinum city,4.9,0,88.5,1.6,4.9,AK-Platinum city,AK,Platinum city,44063,AK,Platinum city,40.5,AK,Platinum city,66.7
254,AK,Pleasant Valley CDP,89.7,0.6,3.7,0.6,1.7,AK-Pleasant Valley CDP,AK,Pleasant Valley CDP,68929,AK,Pleasant Valley CDP,11.9,AK,Pleasant Valley CDP,100
255,AK,Point Baker CDP,73.3,0,0,0,6.7,AK-Point Baker CDP,AK,Point Baker CDP,-,AK,Point Baker CDP,78,AK,Point Baker CDP,100
256,AK,Point Hope city,5.8,0.4,89.5,0,1.9,AK-Point Hope city,AK,Point Hope city,57292,AK,Point Hope city,17.6,AK,Point Hope city,83.6
257,AK,Point Lay CDP,10.6,0,88.4,0,0.5,AK-Point Lay CDP,AK,Point Lay CDP,61563,AK,Point Lay CDP,19,AK,Point Lay CDP,75.7
258,AK,Point MacKenzie CDP,67.7,4.5,23.3,0.6,3.2,AK-Point MacKenzie CDP,AK,Point MacKenzie CDP,78500,AK,Point MacKenzie CDP,9,AK,Point MacKenzie CDP,89
259,AK,Point Possession CDP,100,0,0,0,0,AK-Point Possession CDP,AK,Point Possession CDP,-,AK,Point Possession CDP,-,AK,Point Possession CDP,-
260,AK,Pope-Vannoy Landing CDP,50,0,33.3,0,0,AK-Pope-Vannoy Landing CDP,AK,Pope-Vannoy Landing CDP,-,AK,Pope-Vannoy Landing CDP,-,AK,Pope-Vannoy Landing CDP,-
261,AK,Port Alexander city,90.4,0,3.8,3.8,1.9,AK-Port Alexander city,AK,Port Alexander city,82813,AK,Port Alexander city,0,AK,Port Alexander city,100
262,AK,Port Alsworth CDP,67.9,4.4,21.4,0.6,10.1,AK-Port Alsworth CDP,AK,Port Alsworth CDP,63750,AK,Port Alsworth CDP,2.1,AK,Port Alsworth CDP,94.7
263,AK,Port Clarence CDP,95.8,4.2,0,0,12.5,AK-Port Clarence CDP,AK,Port Clarence CDP,-,AK,Port Clarence CDP,-,AK,Port Clarence CDP,100
264,AK,Port Graham CDP,8.5,1.1,71.2,0,0,AK-Port Graham CDP,AK,Port Graham CDP,30000,AK,Port Graham CDP,28.2,AK,Port Graham CDP,93.2
265,AK,Port Heiden city,14.7,0,83.3,0,0,AK-Port Heiden city,AK,Port Heiden city,59375,AK,Port Heiden city,0,AK,Port Heiden city,90
266,AK,Port Lions city,36.1,0,58.8,2.6,1.5,AK-Port Lions city,AK,Port Lions city,41042,AK,Port Lions city,20.8,AK,Port Lions city,85
267,AK,Port Protection CDP,72.9,0,18.8,0,4.2,AK-Port Protection CDP,AK,Port Protection CDP,(X),AK,Port Protection CDP,39,AK,Port Protection CDP,100
268,AK,Portage Creek CDP,50,0,50,0,0,AK-Portage Creek CDP,AK,Portage Creek CDP,-,AK,Portage Creek CDP,-,AK,Portage Creek CDP,-
269,AK,Primrose CDP,88.5,0,5.1,0,0,AK-Primrose CDP,AK,Primrose CDP,81458,AK,Primrose CDP,8.2,AK,Primrose CDP,100
270,AK,Prudhoe Bay CDP,85.2,1.9,7.8,1.6,4,AK-Prudhoe Bay CDP,AK,Prudhoe Bay CDP,-,AK,Prudhoe Bay CDP,3.9,AK,Prudhoe Bay CDP,96.4
271,AK,Quinhagak city,2.2,0,93.4,0,0.4,AK-Quinhagak city,AK,Quinhagak city,31719,AK,Quinhagak city,38,AK,Quinhagak city,66.7
272,AK,Rampart CDP,4.2,0,95.8,0,0,AK-Rampart CDP,AK,Rampart CDP,-,AK,Rampart CDP,0,AK,Rampart CDP,0
273,AK,Red Devil CDP,17.4,0,43.5,0,0,AK-Red Devil CDP,AK,Red Devil CDP,51875,AK,Red Devil CDP,31.8,AK,Red Devil CDP,66.7
274,AK,Red Dog Mine CDP,41.4,0,50.8,0.3,2.6,AK-Red Dog Mine CDP,AK,Red Dog Mine CDP,-,AK,Red Dog Mine CDP,0,AK,Red Dog Mine CDP,90.9
275,AK,Ridgeway CDP,88,0.1,4.3,0.9,3.5,AK-Ridgeway CDP,AK,Ridgeway CDP,103203,AK,Ridgeway CDP,9.6,AK,Ridgeway CDP,96.4
276,AK,Ruby city,4.8,0,88.6,0.6,0.6,AK-Ruby city,AK,Ruby city,24688,AK,Ruby city,33.2,AK,Ruby city,83.2
277,AK,Russian Mission city,3.2,0,95.8,0,0,AK-Russian Mission city,AK,Russian Mission city,36563,AK,Russian Mission city,33.3,AK,Russian Mission city,76.2
278,AK,Salamatof CDP,70.7,0.9,17.9,2.1,3.2,AK-Salamatof CDP,AK,Salamatof CDP,61458,AK,Salamatof CDP,14.9,AK,Salamatof CDP,87.5
279,AK,Salcha CDP,89.5,0.8,4.3,1.4,3.3,AK-Salcha CDP,AK,Salcha CDP,79167,AK,Salcha CDP,9.8,AK,Salcha CDP,97.5
280,AK,Sand Point city,17,2.5,39,34.7,6.1,AK-Sand Point city,AK,Sand Point city,56875,AK,Sand Point city,18.2,AK,Sand Point city,84.6
281,AK,Savoonga city,4.9,0,94.5,0.1,0,AK-Savoonga city,AK,Savoonga city,33661,AK,Savoonga city,48.4,AK,Savoonga city,61.4
282,AK,Saxman city,30.4,0.7,50.6,0.5,4.1,AK-Saxman city,AK,Saxman city,46250,AK,Saxman city,15.2,AK,Saxman city,87.1
283,AK,Scammon Bay city,0.4,0,99.4,0,0,AK-Scammon Bay city,AK,Scammon Bay city,27917,AK,Scammon Bay city,44.1,AK,Scammon Bay city,74.9
284,AK,Selawik city,4,0.1,85.4,0,0,AK-Selawik city,AK,Selawik city,41827,AK,Selawik city,29.9,AK,Selawik city,66.2
285,AK,Seldovia Village CDP,58.2,1.2,26.1,0.6,2.4,AK-Seldovia Village CDP,AK,Seldovia Village CDP,59250,AK,Seldovia Village CDP,10.9,AK,Seldovia Village CDP,92.6
286,AK,Seldovia city,72.5,1.2,13.7,1.2,3.9,AK-Seldovia city,AK,Seldovia city,46875,AK,Seldovia city,9.5,AK,Seldovia city,95.5
287,AK,Seward city,68.5,3.1,16.7,2.4,3.6,AK-Seward city,AK,Seward city,53750,AK,Seward city,8.4,AK,Seward city,93.9
288,AK,Shageluk city,3.6,0,90.4,0,0,AK-Shageluk city,AK,Shageluk city,(X),AK,Shageluk city,25.6,AK,Shageluk city,87.1
289,AK,Shaktoolik city,3.6,0,96,0,0,AK-Shaktoolik city,AK,Shaktoolik city,38750,AK,Shaktoolik city,23.3,AK,Shaktoolik city,80.6
290,AK,Shishmaref city,3.6,0,94.8,0.4,0.2,AK-Shishmaref city,AK,Shishmaref city,29375,AK,Shishmaref city,42.8,AK,Shishmaref city,79.9
291,AK,Shungnak city,5.7,0,94.3,0,0.4,AK-Shungnak city,AK,Shungnak city,43125,AK,Shungnak city,28.8,AK,Shungnak city,69.3
292,AK,Silver Springs CDP,86.8,0,7.9,1.8,0.9,AK-Silver Springs CDP,AK,Silver Springs CDP,85341,AK,Silver Springs CDP,7.7,AK,Silver Springs CDP,90.7
293,AK,Sitka city and borough,65.3,0.5,16.8,6,4.9,AK-Sitka city and borough,AK,Sitka city and borough,70376,AK,Sitka city and borough,9,AK,Sitka city and borough,92.8
294,AK,Skagway CDP,91,0,3.7,0.5,2.3,AK-Skagway CDP,AK,Skagway CDP,69643,AK,Skagway CDP,4.6,AK,Skagway CDP,97.2
295,AK,Skwentna CDP,100,0,0,0,0,AK-Skwentna CDP,AK,Skwentna CDP,31667,AK,Skwentna CDP,26.2,AK,Skwentna CDP,100
296,AK,Slana CDP,83,0.7,12.9,0,0,AK-Slana CDP,AK,Slana CDP,18063,AK,Slana CDP,92.9,AK,Slana CDP,73.1
297,AK,Sleetmute CDP,23.3,0,76.7,0,1.2,AK-Sleetmute CDP,AK,Sleetmute CDP,30313,AK,Sleetmute CDP,33.7,AK,Sleetmute CDP,75.6
298,AK,Soldotna city,85.9,0.3,4.3,1.6,3.9,AK-Soldotna city,AK,Soldotna city,65048,AK,Soldotna city,5.2,AK,Soldotna city,93.6
299,AK,South Naknek CDP,12.7,0,82.3,1.3,0,AK-South Naknek CDP,AK,South Naknek CDP,58750,AK,South Naknek CDP,12.7,AK,South Naknek CDP,76.4
300,AK,South Van Horn CDP,76.2,2.7,6.6,1.8,5,AK-South Van Horn CDP,AK,South Van Horn CDP,65750,AK,South Van Horn CDP,29.6,AK,South Van Horn CDP,82.1
301,AK,St. George city,9.8,0,88.2,0,1,AK-St. George city,AK,St. George city,53750,AK,St. George city,11.3,AK,St. George city,91.1
302,AK,St. Mary's city,3.7,0,91.5,0,0,AK-St. Mary's city,AK,St. Mary's city,42500,AK,St. Mary's city,20.8,AK,St. Mary's city,84
303,AK,St. Michael city,5.5,0,92,0,0.7,AK-St. Michael city,AK,St. Michael city,33125,AK,St. Michael city,38,AK,St. Michael city,79.2
304,AK,St. Paul city,11.1,0.4,82.3,0.6,3.5,AK-St. Paul city,AK,St. Paul city,57708,AK,St. Paul city,14.8,AK,St. Paul city,82.1
305,AK,Stebbins city,4.3,0.2,95.3,0.2,0,AK-Stebbins city,AK,Stebbins city,39271,AK,Stebbins city,29.3,AK,Stebbins city,74.3
306,AK,Steele Creek CDP,87.4,0.8,3.8,0.9,3.2,AK-Steele Creek CDP,AK,Steele Creek CDP,82049,AK,Steele Creek CDP,3.1,AK,Steele Creek CDP,95.3
307,AK,Sterling CDP,89.8,0.1,4.4,0.8,2.7,AK-Sterling CDP,AK,Sterling CDP,71597,AK,Sterling CDP,10.1,AK,Sterling CDP,94.5
308,AK,Stevens Village CDP,6.4,1.3,84.6,0,15.4,AK-Stevens Village CDP,AK,Stevens Village CDP,15938,AK,Stevens Village CDP,72,AK,Stevens Village CDP,80
309,AK,Stony River CDP,5.6,0,83.3,1.9,0,AK-Stony River CDP,AK,Stony River CDP,22500,AK,Stony River CDP,62.5,AK,Stony River CDP,50
310,AK,Sunrise CDP,94.4,0,0,5.6,0,AK-Sunrise CDP,AK,Sunrise CDP,-,AK,Sunrise CDP,0,AK,Sunrise CDP,100
311,AK,Susitna CDP,100,0,0,0,0,AK-Susitna CDP,AK,Susitna CDP,-,AK,Susitna CDP,-,AK,Susitna CDP,-
312,AK,Susitna North CDP,87.5,0.3,5.3,0.7,2.7,AK-Susitna North CDP,AK,Susitna North CDP,50536,AK,Susitna North CDP,14.3,AK,Susitna North CDP,88.7
313,AK,Sutton-Alpine CDP,69.8,2.4,16.8,1.8,4.8,AK-Sutton-Alpine CDP,AK,Sutton-Alpine CDP,35500,AK,Sutton-Alpine CDP,28.6,AK,Sutton-Alpine CDP,84.5
314,AK,Takotna CDP,50,0,23.1,0,5.8,AK-Takotna CDP,AK,Takotna CDP,23750,AK,Takotna CDP,32.7,AK,Takotna CDP,82.8
315,AK,Talkeetna CDP,91.4,0.3,3.7,0.5,1.8,AK-Talkeetna CDP,AK,Talkeetna CDP,49861,AK,Talkeetna CDP,6.7,AK,Talkeetna CDP,88.3
316,AK,Tanacross CDP,10.3,0,80.1,0,0,AK-Tanacross CDP,AK,Tanacross CDP,18194,AK,Tanacross CDP,30.7,AK,Tanacross CDP,79.3
317,AK,Tanaina CDP,85.9,0.8,4.5,1.2,4.5,AK-Tanaina CDP,AK,Tanaina CDP,78263,AK,Tanaina CDP,12.2,AK,Tanaina CDP,92.3
318,AK,Tanana city,9.8,0,86.6,0.4,0.4,AK-Tanana city,AK,Tanana city,45625,AK,Tanana city,4.2,AK,Tanana city,86.1
319,AK,Tatitlek CDP,30.7,0,60.2,1.1,3.4,AK-Tatitlek CDP,AK,Tatitlek CDP,40000,AK,Tatitlek CDP,12.8,AK,Tatitlek CDP,86.3
